Activity,ZoneNumber,Quantity,TechnologyLogsum,SizeUtility,ZoneConstant,Constrained,ConstraintValue,LocationUtility,Size
Agriculture,53,0.0,2.0099947945397383,-Infinity,0.0,false,0.0,-Infinity,0.0
Agriculture,54,226.15484337045123,2.0111352800471267,0.42766661322615324,0.0,false,0.0,2.43880189327328,72.00000095367432
Agriculture,55,185.47371201320502,2.0095367615978605,0.4094344562222101,0.0,false,0.0,2.4189712178200704,60.0
Agriculture,56,370.54283498771065,2.0094276329683383,0.4787491742782046,0.0,false,0.0,2.4881768072465427,120.0
Agriculture,57,8333.023503223782,2.0093773603163174,0.7901007052124875,0.0,false,0.0,2.799478065528805,2700.000000357628
Agriculture,58,370.3295807301332,2.0093700636565646,0.47874917517227433,0.0,false,0.0,2.4881192388288387,120.0000010728836
Agriculture,59,692.0592831391307,2.013119222622392,0.5375278415410694,0.0,false,0.0,2.5506470641634618,216.00000166893005
Agriculture,60,26824.002613126708,2.0093693064501372,0.9070158341472324,0.0,false,0.0,2.9163851405973698,8692.000000834465
Agriculture,61,190685.25868035288,2.002940619080294,1.1095772317108483,0.0,false,0.0,3.112517850791142,65892.00000274181
Agriculture,62,1117.3492317545506,2.009940938539171,0.5886104036748346,0.0,false,0.0,2.5985513422140056,360.00000190734863
Agriculture,63,185337.64815045721,2.006715211361839,1.102958147247272,0.0,false,0.0,3.109673358609111,61671.76406395435
Agriculture,64,1172.4930353052277,2.011479271999251,0.5918893860682248,0.0,false,0.0,2.6033686580674757,372.0000023841858
Agriculture,65,90663.20200468562,2.004487866569615,1.0336827197410272,0.0,false,0.0,3.038170586310642,30848.0
Agriculture,66,0.0,1.998132995279585,-Infinity,0.0,false,0.0,-Infinity,0.0
Agriculture,67,342734.0194192285,2.007404110475141,1.1637467887398905,0.0,false,0.0,3.1711508992150312,113263.0068359375
Agriculture,68,336.7553631524617,2.0104024523625377,0.4682131238162117,0.0,false,0.0,2.4786155761787496,108.0000011920929
Agriculture,69,1834.1683648125922,1.9988905628195668,0.6492239842787138,0.0,false,0.0,2.6481145470982805,660.0000051259995
Agriculture,70,2243.8856116590687,2.0103512092917533,0.6579251217639429,0.0,false,0.0,2.6682763310556963,720.0000040531158
Agriculture,71,303.271153124682,2.011707812224329,0.4564348198297535,0.0,false,0.0,2.4681426320540827,96.00000065565109
Agriculture,72,451.8292767388351,2.0110290122987364,0.4969813299576001,0.0,false,0.0,2.5080103422563367,144.0
Agriculture,73,35673.52321258515,2.0087796795374704,0.9361166270940906,0.0,false,0.0,2.944896306631561,11627.941967844963
Agriculture,74,593.1418504616144,2.0159275741487543,0.5192956857512948,0.0,false,0.0,2.5352232599000493,180.0000011920929
Agriculture,75,1051.1184928271934,2.0107297954424275,0.5817111173445207,0.0,false,0.0,2.592440912786948,336.000004529953
Agriculture,76,431.0774661052124,2.0150284893973436,0.4882801936132881,0.0,false,0.0,2.5033086830106317,132.00000178813934
Agriculture,77,577.4193233715423,2.013241088912195,0.5192956864135687,0.0,false,0.0,2.532536775325764,180.0000023841858
Agriculture,78,519.0352605579308,2.0168914826941324,0.5049856013744914,0.0,false,0.0,2.521877084068624,156.00000101327896
Agriculture,79,2120.7308270014264,2.013407522047783,0.6492239837910394,0.0,false,0.0,2.6626315058388226,660.0000019073486
Agriculture,80,779.1003074117705,2.0144299888050305,0.5480638934269509,0.0,false,0.0,2.5624938822319816,240.00000262260437
Agriculture,81,704.0752698439459,2.014840586676337,0.5375278421481536,0.0,false,0.0,2.5523684288244906,216.00000298023224
Agriculture,82,0.0,2.0047059301334174,-Infinity,0.0,false,0.0,-Infinity,0.0
Agriculture,83,692.6589728643208,2.013205838069417,0.5375278415134747,0.0,false,0.0,2.550733679582892,216.0000016093254
Agriculture,84,1707.4825622290496,2.0140478107624302,0.6269096291721281,0.0,false,0.0,2.6409574399345583,528.0000042319298
Agriculture,85,2287.5092456294487,2.015666819833735,0.654534966101953,0.0,false,0.0,2.670201785935688,696.0000004768372
Agriculture,86,802.682907774577,2.0125329676114627,0.5529429095789846,0.0,false,0.0,2.5654758771904476,252.00000208616257
Agriculture,87,1407.7624411348277,2.0176301100045246,0.6040254722063017,0.0,false,0.0,2.6216555822108263,420.000004529953
Agriculture,88,1630.2000227896,2.018947090186793,0.6173786118182216,0.0,false,0.0,2.6363257020050144,480.00000685453415
Agriculture,89,584.9627786902869,2.021438325117433,0.5123963988272998,0.0,false,0.0,2.5338347239447327,168.00000149011612
Agriculture,90,10620.78147456573,2.016685633768993,0.8070510559984572,0.0,false,0.0,2.8237366897674505,3198.7345581054688
Agriculture,91,271.21285051432574,2.013888616041288,0.44308167988433134,0.0,false,0.0,2.456970295925619,84.0
Agriculture,92,528.2111079485763,2.0186439034212293,0.504985601565532,0.0,false,0.0,2.5236295049867614,156.00000131130219
Agriculture,93,835.2594574288751,2.0165112319677108,0.5529429104777849,0.0,false,0.0,2.5694541424454957,252.00000435113907
Agriculture,94,1260.0631426328814,2.0094448952929533,0.6011267179371216,0.0,false,0.0,2.610571613230075,408.0000020265579
Agriculture,95,1273.1165679025298,2.0165379617041133,0.5950642567178448,0.0,false,0.0,2.6116022184219583,384.0000056028366
Agriculture,96,1375.1282790268485,2.0124675724578185,0.6068425595418744,0.0,false,0.0,2.619310131999693,432.0000030994415
Agriculture,97,375.0934387596844,2.0106482438613003,0.4787491746755689,0.0,false,0.0,2.489397418536869,120.00000047683716
Agriculture,98,894.8666875019015,2.0100513289975637,0.5662960485103,0.0,false,0.0,2.576347377507864,288.0000014305115
Agriculture,99,1413.8162121600444,2.0098354065635777,0.6122492815527135,0.0,false,0.0,2.622084688116291,456.00000274181366
Agriculture,100,1142.558835424204,2.0121720598385178,0.5886104040556421,0.0,false,0.0,2.60078246389416,360.00000327825546
Agriculture,101,2059.1446128700827,2.005149528913424,0.6545349670354166,0.0,false,0.0,2.6596844959488406,696.0000069737434
Agriculture,102,131.15819969507515,1.9961309619899024,0.38818936263722914,0.0,false,0.0,2.3843203246271316,48.51599931716919
Agriculture,103,11621.283020559551,1.9940080188792093,0.8387312270778907,0.0,false,0.0,2.8327392459571,4391.000000953674
Agriculture,104,587.3579597151221,2.014947660964888,0.5192956856850675,0.0,false,0.0,2.5342433466499554,180.0000010728836
Agriculture,105,27019.478418211154,2.0154118346253367,0.9016993981939548,0.0,false,0.0,2.9171112328192916,8241.964312553406
Agriculture,106,721.3713208475767,2.017267461202872,0.5375278421205589,0.0,false,0.0,2.5547953033234307,216.0000029206276
Agriculture,107,1270.0666494941645,2.013220946142831,0.5981414216974118,0.0,false,0.0,2.611362367840243,396.0000022649765
Agriculture,108,32285.319353575458,2.016263968268088,0.9186527234442183,0.0,false,0.0,2.9349166917123064,9764.681579589844
Agriculture,109,62798.918063774254,2.016238950103926,0.985210264339492,0.0,false,0.0,3.001449214443418,18998.259399414062
Agriculture,110,72033.02437388095,2.0150037754069574,1.0001641231040443,0.0,false,0.0,3.0151678985110015,22062.64599609375
Agriculture,111,1286.014665952111,2.014468810676628,0.5981414222693756,0.0,false,0.0,2.6126102329460035,396.000004529953
Agriculture,112,177179.84413164447,2.0143115318818205,1.0908604265840027,0.0,false,0.0,3.1051719584658235,54644.52282714844
Agriculture,113,22801.733266386782,2.0125125592214923,0.8876265260703913,0.0,false,0.0,2.9001390852918836,7160.000005364418
Agriculture,114,833.787453636954,2.011682843132415,0.557594910721027,0.0,false,0.0,2.569277753853442,264.0000010728836
Agriculture,115,6174.108113146006,2.0092018272843077,0.760290046351344,0.0,false,0.0,2.7694918736356517,2004.0000026226044
Agriculture,116,1209.340251990855,2.011398670862988,0.5950642555381694,0.0,false,0.0,2.6064629264011576,384.0000010728836
Agriculture,117,58771.10140369484,2.0129250257137272,0.9818954303621011,0.0,false,0.0,2.9948204560758285,18378.822021484375
Agriculture,118,14724.765108632908,2.011554097880113,0.844854409812605,0.0,false,0.0,2.856408507692718,4668.271240711212
Agriculture,119,1631.3412306761606,2.0068850284324653,0.6295106532443938,0.0,false,0.0,2.6363956816768592,541.9135746955872
Agriculture,120,1034527.7799190375,1.99250278794196,1.289122677027191,0.0,false,0.0,3.281625464969151,396815.521484375
Agriculture,121,80005.11133049612,2.0049764687265106,1.020688013639128,0.0,false,0.0,3.025664482365639,27088.921875
Agriculture,122,1406977.2320161893,1.9798044882502013,1.3325708291937834,0.0,false,0.0,3.3123753174439847,612747.5432128906
Agriculture,123,95283.40883819245,2.002889139839399,1.0402518602464474,0.0,false,0.0,3.0431410000858463,32942.49031639099
Agriculture,124,51239.16362844733,2.010383251026006,0.9707225943397715,0.0,false,0.0,2.9811058453657773,16435.94433784485
Agriculture,125,266440.7413450825,2.0025926291173786,1.1433779868168716,0.0,false,0.0,3.1459706159342504,92390.53969812393
Agriculture,126,35538.618268989434,2.000030591569649,0.9444868327472644,0.0,false,0.0,2.9445174243169134,12643.1181640625
Agriculture,127,111.33822707536103,2.009585274106332,0.358351893845611,0.0,false,0.0,2.367937167951943,36.0
Agriculture,128,363.5952603576386,2.007534860154621,0.4787491745762278,0.0,false,0.0,2.486284034730849,120.00000035762787
Agriculture,129,388.32988832471415,2.004585228217487,0.4882801944260787,0.0,false,0.0,2.492865422643566,132.00000286102295
Agriculture,130,108.49009487865362,2.0069938956014886,0.35835189417674795,0.0,false,0.0,2.3653457897782366,36.00000011920929
Agriculture,131,35733.29439392734,2.005232624342723,0.9398310926210869,0.0,false,0.0,2.9450637169638103,12067.979797363281
Agriculture,132,774.1057099582101,2.008907836056375,0.5529429100283848,0.0,false,0.0,2.56185074608476,252.00000321865082
Agriculture,133,90.32206978791837,2.0019163524304386,0.34510173318484455,0.0,false,0.0,2.347018085615283,31.53245496749878
Agriculture,134,40449.60965649557,2.014881348822012,0.9425797804605275,0.0,false,0.0,2.9574611292825397,12404.291799902916
Agriculture,135,42201.99784276445,2.012150494283157,0.9495516918727674,0.0,false,0.0,2.9617021861559247,13299.968140125275
Agriculture,136,2319.9036680336276,2.0136828742679582,0.6579251219129545,0.0,false,0.0,2.6716079961809127,720.0000051259995
Agriculture,137,1671.1527550678995,2.0141961184310495,0.6246106775877722,0.0,false,0.0,2.6388067960188217,516.000005364418
Agriculture,138,721.141153989254,2.011828828017071,0.5429345633660071,0.0,false,0.0,2.554763391383078,228.0000010728836
Agriculture,139,609.8477778341253,2.012251302987409,0.5257495372027782,0.0,false,0.0,2.538000840190187,192.0
Agriculture,140,143464.5327446958,2.006475215669734,1.0775889988772362,0.0,false,0.0,3.08406421454697,47853.04296875
Agriculture,141,29652.788917506863,2.0127781219092156,0.913632926261909,0.0,false,0.0,2.9264110481711247,9286.61376953125
Agriculture,142,119304.28537116066,2.0084567935260242,1.0571663613556077,0.0,false,0.0,3.065623154881632,39013.523193359375
Agriculture,143,360325.58026582893,2.001289259810857,1.1748669713647277,0.0,false,0.0,3.176156231175585,126585.05258178711
Agriculture,144,974.6579436584311,2.014510312341224,0.5703782479424573,0.0,false,0.0,2.584888560283681,300.0000014305115
Agriculture,145,693129.403113723,1.9911468336220652,1.25043026738097,0.0,false,0.0,3.241577101003035,269494.3417663574
Agriculture,146,393097.0631087034,2.002065683488154,1.1827954025805851,0.0,false,0.0,3.1848610860687394,137029.8447266817
Agriculture,147,1055115.8651853914,1.9942237691919367,1.2893722472173064,0.0,false,0.0,3.283596016409243,397807.0915527344
Agriculture,148,7064676.483610452,1.9707087014809248,1.5030329787232182,0.0,false,0.0,3.473741680204143,3369684.8688602448
Agriculture,149,442559.1072046506,1.999991740588087,1.1967210924642708,0.0,false,0.0,3.1967128330523575,157504.7545864582
Agriculture,150,203179.6270338674,2.002071961461806,1.1167925134792014,0.0,false,0.0,3.1188644749410077,70822.01196289062
Agriculture,151,1862279.0495084617,1.9841293457553366,1.3562817153919016,0.0,false,0.0,3.340411061147238,776705.9802334309
Agriculture,152,181425.9121470415,2.0102562834251407,1.097283883797353,0.0,false,0.0,3.107540167222494,58269.77728295326
Agriculture,153,441576.93171457644,2.0013984306176194,1.1950922248849347,0.0,false,0.0,3.1964906555025543,154959.9923710823
Agriculture,154,1309260.9714476701,1.9919395560316566,1.3132376852148782,0.0,false,0.0,3.305177241246535,505031.888671875
Agriculture,155,1885020.2058964374,1.9668356070519086,1.3747892048006316,0.0,false,0.0,3.3416248118525402,934616.952636838
Agriculture,156,1151811.8558213783,1.9842183594626963,1.3081462213083563,0.0,false,0.0,3.2923645807710527,479962.0
Agriculture,157,4930487.130568345,1.9590211971119809,1.4787535399873797,0.0,false,0.0,3.4377747370993603,2643291.291268289
Agriculture,158,1.4860505664222592E7,1.9561002202438544,1.592001444319449,0.0,false,0.0,3.5481016645633034,8203032.354415178
Agriculture,159,6107868.243809377,1.9594816761442762,1.4997070632969827,0.0,false,0.0,3.4591887394412586,3259455.233105898
Agriculture,160,3.468700025799364E7,1.955948512070069,1.6769189442099846,0.0,false,0.0,3.632867456280054,1.9176371768782616E7
Agriculture,161,1.1098144354887715E7,1.9624612601255653,1.5564474896226381,0.0,false,0.0,3.5189087497482037,5748645.939311981
Agriculture,162,1.0854420411432458E7,1.9684133425099128,1.5482748561484292,0.0,false,0.0,3.516688198658342,5297515.8520492315
Agriculture,163,1.4424706829143116E7,1.954101742361516,1.5910234643143994,0.0,false,0.0,3.545125206675915,8123199.349889994
Agriculture,164,8190050.536617213,1.964990911695045,1.5235320529797045,0.0,false,0.0,3.4885229646747495,4136334.34552896
Agriculture,165,1.3582031992594186E7,1.9496907076752135,1.5894150243825338,0.0,false,0.0,3.539105732057747,7993587.724653542
Agriculture,166,4350002.610263806,1.9767132245123193,1.4485353778412289,0.0,false,0.0,3.425248602353548,1953930.9602004886
Agriculture,167,1.4967296773058895E7,1.9655440672167648,1.5832736512050483,0.0,false,0.0,3.5488177184218133,7517442.252332866
Agriculture,168,987804.1269808805,1.9840829457087263,1.292920926835471,0.0,false,0.0,3.2770038725441974,412177.46189785004
Agriculture,169,2568601.054392131,1.9832640472291967,1.3893030519972118,0.0,false,0.0,3.3725670992264085,1080603.8032648563
Agriculture,170,1.5596103880884273E7,1.9658329955444012,1.587100075476751,0.0,false,0.0,3.552933071021152,7810665.6977216005
Agriculture,171,2434042.380212789,1.9824434873614134,1.3847428110929505,0.0,false,0.0,3.3671862984543637,1032432.3808076382
Agriculture,172,1.2335953940537017E7,1.9658449808493046,1.5636377852951626,0.0,false,0.0,3.529482766144467,6177213.593688786
Agriculture,173,6963898.797885652,1.971464944165431,1.5008399626338615,0.0,false,0.0,3.472304906799293,3296591.541130483
Agriculture,174,3224744.953150966,1.9838413865257694,1.4114749575942864,0.0,false,0.0,3.395316344120056,1348831.9800401926
Agriculture,175,5938679.55725352,1.9779458486609198,1.4784337903669524,0.0,false,0.0,3.4563796390278725,2634852.8754884005
Agriculture,176,2552654.182821793,1.9769358325196416,1.3950084927041861,0.0,false,0.0,3.3719443252238275,1144049.7377624512
Agriculture,177,6350453.457775947,1.9480645056187968,1.5150190743214815,0.0,false,0.0,3.463083579940278,3798780.845981598
Agriculture,178,5177889.400699826,1.9516173942528212,1.4910533157484296,0.0,false,0.0,3.442670710001251,2989250.238250613
Agriculture,179,2375637.4037234965,1.9751156743142961,1.3896418617225614,0.0,false,0.0,3.3647575360368576,1084271.2032885551
Agriculture,180,1.169132048695298E7,1.957497402760491,1.5666182278552752,0.0,false,0.0,3.524115630615766,6364092.979437947
Agriculture,181,1.986993193647877E7,1.949579711441146,1.6275720095079393,0.0,false,0.0,3.577151720949085,1.1707264389396489E7
Agriculture,182,8280197.954168805,1.9582517552331145,1.531365890166298,0.0,false,0.0,3.4896176453994125,4473398.20081979
Agriculture,183,56371.82439342289,1.9968197657864548,0.9938326107713839,0.0,false,0.0,2.9906523765578386,20709.050537109375
Agriculture,184,9640235.079706773,1.961718793177395,1.5431067140787293,0.0,false,0.0,3.5048255072561245,5030687.138448238
Agriculture,185,3103131.730859134,1.9736681065369528,1.4178040350312275,0.0,false,0.0,3.3914721415681806,1436960.0307617188
Agriculture,186,1.4859082894587839E7,1.9600427509956893,1.588049338942225,0.0,false,0.0,3.5480920899379145,7885162.519748688
Agriculture,187,1.1866242335910857E7,1.9557724835116763,1.5698282333598441,0.0,false,0.0,3.52560071687152,6571694.904999495
Agriculture,188,1.2258605309385348E7,1.9572885061271834,1.571565268170933,0.0,false,0.0,3.528853774298116,6686844.734164357
Agriculture,189,7972853.582872658,1.9546176173461214,1.5312175874145122,0.0,false,0.0,3.4858352047606336,4466768.945088983
Agriculture,190,593012.1162735788,1.985071941698526,1.240904971336057,0.0,false,0.0,3.2259769130345832,245008.875
Agriculture,191,1844099.728608557,1.9612838280609726,1.37814625041962,0.0,false,0.0,3.339430078480593,966525.058350563
Agriculture,192,278661.2393845641,2.0024229882992084,1.1480321264734425,0.0,false,0.0,3.150455114772651,96792.15869188309
Agriculture,193,572587.727302105,1.9798231187767013,1.2426489070776507,0.0,false,0.0,3.222472025854352,249319.14729058743
Agriculture,194,633813.6436590588,1.971356497761077,1.2612744295564386,0.0,false,0.0,3.2326309273175156,300362.181027174
Agriculture,195,2895084.7288330407,1.9604202014674987,1.424112194159596,0.0,false,0.0,3.3845323956270947,1530525.8721401691
Agriculture,196,1612360.6723545317,1.9564166450938942,1.3695842488648793,0.0,false,0.0,3.3260008939587733,887214.8816897869
Agriculture,197,2756172.265953946,1.9663869917027847,1.4132282518333388,0.0,false,0.0,3.3796152435361235,1372689.5086225271
Agriculture,198,2.985905689978873E7,1.9454350605706463,1.6724447180214204,0.0,false,0.0,3.6178797785920667,1.833728873086047E7
Agriculture,199,4892433.874950808,1.9459470315119078,1.491052916785697,0.0,false,0.0,3.436999948297605,2989238.3122799695
Agriculture,200,2621011.4800976096,1.9624417628010076,1.4121452254740894,0.0,false,0.0,3.374586988275097,1357903.1341101527
Agriculture,201,2229859.1138669075,1.949469876779758,1.4089549216414925,0.0,false,0.0,3.3584247984212503,1315265.647388041
Agriculture,202,1209465.3234036288,1.9599187753858882,1.3373300204981196,0.0,false,0.0,3.2972487958840078,642614.4453716576
Agriculture,203,1313651.1880519413,1.9613801927807026,1.3441318077286029,0.0,false,0.0,3.3055120005093057,687844.5023099184
Agriculture,204,93382.50170690508,1.9816612204286892,1.0594646074896577,0.0,false,0.0,3.041125827918347,39920.53271484375
Agriculture,205,141710.06098453805,1.9753433864264693,1.1074903581311737,0.0,false,0.0,3.082833744557643,64531.16609227657
Agriculture,206,683525.0582726003,1.9619003182456056,1.2782814434129166,0.0,false,0.0,3.2401817616585222,356045.7219848633
Agriculture,207,721245.2687669068,1.9699773905602287,1.2755759651822207,0.0,false,0.0,3.2455533557424494,346542.12109375
Agriculture,208,421161.5732002681,1.9788629887238234,1.2128940956533747,0.0,false,0.0,3.191757084377198,185153.58642578125
Agriculture,209,1654515.6828002783,1.9501740324862515,1.3784077580722474,0.0,false,0.0,3.328581790558499,969055.9030767381
Agriculture,210,802058.3807118895,1.9687387043861102,1.2874348654653451,0.0,false,0.0,3.2561735698514553,390174.22715878487
Agriculture,211,665160.7503167413,1.9771683710514165,1.2602899330121653,0.0,false,0.0,3.2374583040635816,297419.63413763046
Agriculture,212,2851793.033551009,1.9530840668554732,1.4299416840857362,0.0,false,0.0,3.3830257509412096,1622399.591931343
Agriculture,213,871775.6368526568,1.970845585332533,1.293663053968201,0.0,false,0.0,3.2645086393007343,415247.7211999893
Agriculture,214,4494776.976157793,1.9398363075704521,1.4886862553379883,0.0,false,0.0,3.4285225629084404,2919323.7453957796
Agriculture,215,1746466.1344510736,1.9607320828392205,1.3732583144535682,0.0,false,0.0,3.333990397292789,920417.9547790289
Agriculture,216,0.0,2.003443189515535,-Infinity,0.0,false,0.0,-Infinity,0.0
Agriculture,217,462215.5655174954,2.0076246474385075,1.1934339199297948,0.0,false,0.0,3.2010585673683023,152411.47265625
Agriculture,218,107.89974822804324,2.006448260758757,0.3583518951701587,0.0,false,0.0,2.364800155928916,36.00000047683716
Agriculture,219,365.9263730359276,2.0081739416276974,0.47874917507293324,0.0,false,0.0,2.4869231167006305,120.00000095367432
Agriculture,220,204496.69751701108,2.000982401507732,1.1185282110606358,0.0,false,0.0,3.1195106125683676,72061.99798518419
Agriculture,221,392.72702911265327,2.0057111869241004,0.48828019392937333,0.0,false,0.0,2.493991380853474,132.00000220537186
Agriculture,222,607.391285944433,2.0057852219148455,0.5318120007284479,0.0,false,0.0,2.5375972226432935,204.00000274181366
Agriculture,223,0.0,2.010814548365232,-Infinity,0.0,false,0.0,-Infinity,0.0
Agriculture,224,0.0,1.997154610881146,-Infinity,0.0,false,0.0,-Infinity,0.0
Agriculture,225,189.58569044912488,2.0117295572846055,0.4094344562222101,0.0,false,0.0,2.4211640135068153,60.0
Agriculture,226,398.99215953044364,2.016824903707138,0.47874917497359215,0.0,false,0.0,2.4955740786807303,120.00000083446503
Agriculture,227,47294.168169716744,2.0075439154253214,0.9655502138526408,0.0,false,0.0,2.9730941292779622,15607.426513671875
Agriculture,228,126.81833363355352,1.9938353618134987,0.3871201020841999,0.0,false,0.0,2.3809554638976986,48.00000047683716
Agriculture,229,222.13219734581702,2.009340558957612,0.42766661190160554,0.0,false,0.0,2.437007170859218,72.0
Agriculture,230,0.0,1.7423076097751413,-Infinity,-Infinity,false,0.0,-Infinity,0.0
Agriculture,231,0.0,1.6196625148851902,-Infinity,-Infinity,false,0.0,-Infinity,0.0
Agriculture,232,0.0,1.219933929474499,-Infinity,-Infinity,false,0.0,-Infinity,0.0
